PCL,GB_TYPE,COMM_CODE,COMM_NAME,COMM_ACRON,reinventor,PCL_merged,typeE_rs,EEset,reinv,EEset2017,diff,ee_list,Field,Acreage,geometry
PLC048,A,35400,Rabbitbrush Scrub,CHNAS,0,PLC048,0,0,0,0,0,0,0,322.249843088,"list(list(c(380205, 380325, 380325, 380355, 380355, 380325, 380325, 380355, 380355, 380385, 380385, 380415, 380415, 380445, 380445, 380475, 380475, 380505, 380505, 380475, 380475, 380445, 380445, 380415, 380415, 380595, 380595, 380625, 380625, 380655, 380655, 380745, 380745, 380715, 380685, 380685, 380655, 380595, 380595, 380565, 380565, 380595, 380595, 380625, 380625, 380655, 380655, 380685, 380685, 380835, 380835, 380865, 380865, 380925, 380925, 380955, 380955, 380985, 380985, 381015, 381015, 381045, 
381045, 381075, 381075, 381105, 381105, 381075, 381045, 381045, 381015, 380985, 380985, 380955, 380685, 380685, 380655, 380655, 380625, 380625, 380595, 380565, 380565, 380475, 380475, 380445, 380445, 380385, 380385, 380355, 380355, 380325, 380325, 380295, 380295, 380265, 380265, 380235, 380235, 380205, 380205, 380175, 380175, 380145, 380145, 380115, 380115, 380085, 380085, 380115, 380115, 380085, 380085, 380115, 380145, 380145, 380115, 380115, 380175, 380175, 380205, 380205, 380235, 380235, 380085, 
380085, 380055, 380055, 380025, 380025, 379785, 379785, 379755, 379755, 379725, 379725, 379755, 379755, 379785, 379785, 379815, 379815, 379785, 379785, 379815, 379815, 379785, 379785, 379755, 379755, 379785, 379785, 379815, 379815, 379845, 379845, 379875, 379875, 379995, 379995, 380025, 380025, 379995, 379995, 380025, 380055, 380055, 380085, 380085, 380115, 380115, 380145, 380145, 380175, 380175, 380235, 380265, 380265, 380235, 380235, 380205, 380205, 380175, 380175, 380145, 380145, 380175, 380205, 
380205, 4133865, 4133865, 4133835, 4133835, 4133775, 4133775, 4133625, 4133625, 4133445, 4133445, 4133415, 4133415, 4133385, 4133385, 4133355, 4133355, 4133325, 4133325, 4133265, 4133265, 4133205, 4133205, 4133175, 4133175, 4133055, 4133055, 4133025, 4133025, 4132995, 4132995, 4132935, 4132935, 4132875, 4132875, 4132875, 4132845, 4132845, 4132845, 4132815, 4132815, 4132695, 4132695, 4132635, 4132635, 4132605, 4132605, 4132575, 4132575, 4132545, 4132545, 4132515, 4132515, 4132485, 4132485, 4132395, 
4132395, 4132305, 4132305, 4132185, 4132185, 4132095, 4132095, 4132005, 4132005, 4131945, 4131945, 4131885, 4131885, 4131885, 4131855, 4131855, 4131855, 4131825, 4131825, 4131825, 4131795, 4131795, 4131705, 4131705, 4131615, 4131615, 4131615, 4131585, 4131585, 4131615, 4131615, 4131645, 4131645, 4131675, 4131675, 4131735, 4131735, 4131795, 4131795, 4131855, 4131855, 4131945, 4131945, 4132035, 4132035, 4132065, 4132065, 4132095, 4132095, 4132125, 4132125, 4132155, 4132155, 4132185, 4132185, 4132245, 
4132245, 4132305, 4132305, 4132305, 4132395, 4132395, 4132455, 4132455, 4132425, 4132425, 4132335, 4132335, 4132665, 4132665, 4132695, 4132695, 4132725, 4132725, 4132665, 4132665, 4132695, 4132695, 4132755, 4132755, 4132815, 4132815, 4132875, 4132875, 4132905, 4132905, 4132995, 4132995, 4133025, 4133025, 4133085, 4133085, 4133145, 4133145, 4133235, 4133235, 4133295, 4133295, 4133355, 4133355, 4133235, 4133235, 4133205, 4133205, 4133235, 4133235, 4133475, 4133475, 4133535, 4133535, 4133535, 4133655, 
4133655, 4133625, 4133625, 4133535, 4133535, 4133475, 4133475, 4133445, 4133445, 4133445, 4133595, 4133595, 4133715, 4133715, 4133745, 4133745, 4133775, 4133775, 4133835, 4133835, 4133835, 4133865)))"
PLC264,A,36120,Desert Sink Scrub,DSS,0,PLC264,0,0,0,0,0,0,0,59.824159966,"list(list(c(384885, 384945, 384945, 385035, 385035, 385005, 385005, 384975, 384975, 384945, 384945, 384975, 384975, 385005, 385005, 384645, 384645, 384615, 384615, 384555, 384555, 384465, 384465, 384435, 384435, 384465, 384465, 384495, 384495, 384525, 384525, 384585, 384615, 384615, 384675, 384675, 384705, 384705, 384795, 384795, 384825, 384825, 384855, 384885, 384885, 4123935, 4123935, 4123905, 4123905, 4123725, 4123725, 4123545, 4123545, 4123485, 4123485, 4123455, 4123455, 4123425, 4123425, 4123395, 
4123395, 4123455, 4123455, 4123485, 4123485, 4123515, 4123515, 4123575, 4123575, 4123665, 4123665, 4123785, 4123785, 4123845, 4123845, 4123875, 4123875, 4123875, 4123905, 4123905, 4123875, 4123875, 4123845, 4123845, 4123815, 4123815, 4123845, 4123845, 4123845, 4123935)))"
PLC265,D,61610,Modoc-G.B. Cottw/Willow Riparian F,RIPF,0,PLC265,0,0,0,0,0,0,0,521.73784119,"list(list(c(382545, 382605, 382605, 382545, 382545, 4132215, 4132215, 4132185, 4132185, 4132215)), list(c(382485, 382545, 382545, 382485, 382485, 4132185, 4132185, 4132155, 4132155, 4132185)), list(c(381075, 381375, 381375, 381405, 381405, 381435, 381435, 381405, 381405, 381375, 381345, 381345, 381315, 381315, 381285, 381255, 381255, 381285, 381285, 381315, 381315, 381345, 381345, 381375, 381375, 381405, 381405, 381435, 381435, 381465, 381465, 381495, 381495, 381465, 381465, 381435, 381435, 381405, 
381375, 381375, 381345, 381345, 381315, 381315, 381375, 381375, 381405, 381405, 381435, 381435, 381525, 381525, 381555, 381555, 381585, 381585, 381615, 381615, 381585, 381585, 381615, 381615, 381585, 381585, 381615, 381615, 381675, 381675, 381705, 381705, 381735, 381735, 381765, 381765, 381795, 381795, 381825, 381825, 381915, 381915, 381945, 381945, 382155, 382155, 382245, 382245, 382275, 382275, 382245, 382245, 382275, 382275, 382245, 382245, 382275, 382275, 382305, 382305, 382365, 382365, 382395, 
382395, 382425, 382425, 382455, 382455, 382485, 382485, 382575, 382575, 382635, 382635, 382605, 382605, 382575, 382545, 382545, 382575, 382575, 382605, 382605, 382575, 382575, 382545, 382545, 382515, 382515, 382545, 382545, 382515, 382515, 382545, 382545, 382575, 382575, 382605, 382605, 382575, 382545, 382545, 382515, 382515, 382545, 382545, 382575, 382575, 382545, 382545, 382515, 382515, 382485, 382485, 382545, 382545, 382575, 382575, 382635, 382635, 382665, 382665, 382695, 382695, 382725, 382725, 
382755, 382755, 382935, 382935, 382965, 382965, 383025, 383025, 383055, 383055, 383025, 383025, 382995, 382995, 383085, 383085, 383115, 383115, 383175, 383175, 383205, 383205, 383235, 383235, 383265, 383265, 383295, 383295, 383265, 383265, 383295, 383295, 383355, 383355, 383535, 383535, 383565, 383565, 383595, 383595, 383625, 383625, 383655, 383655, 383715, 383715, 383745, 383745, 383775, 383775, 383805, 383805, 383775, 383775, 383745, 383745, 383715, 383715, 383745, 383745, 383775, 383775, 383805, 
383805, 383835, 383835, 383865, 383865, 383895, 383895, 383925, 383925, 383895, 383865, 383865, 383715, 383715, 383685, 383685, 383655, 383625, 383625, 383595, 383595, 383685, 383685, 383715, 383715, 383745, 383745, 383775, 383775, 383745, 383745, 383715, 383715, 383745, 383745, 383805, 383805, 383835, 383835, 383895, 383895, 383925, 383925, 383985, 383985, 384015, 384015, 384045, 384045, 384075, 384075, 384105, 384105, 384135, 384135, 384165, 384165, 384135, 384135, 384105, 384105, 384165, 384165, 
384195, 384195, 384165, 384165, 384135, 384105, 384105, 384075, 384075, 384105, 384105, 384135, 384135, 384105, 384105, 384075, 384075, 384105, 384105, 384135, 384135, 384105, 384105, 384135, 384135, 384105, 384105, 384075, 384045, 384045, 384015, 384015, 383985, 383985, 383955, 383955, 383925, 383925, 383955, 383955, 383925, 383925, 383895, 383895, 383865, 383865, 383835, 383835, 383865, 383865, 383835, 383835, 383805, 383805, 383775, 383745, 383745, 383775, 383775, 383805, 383805, 383865, 383865, 
383895, 383895, 383865, 383865, 383775, 383775, 383745, 383745, 383595, 383595, 383565, 383565, 383535, 383415, 383415, 383385, 383385, 383355, 383355, 383325, 383325, 383295, 383295, 383325, 383325, 383535, 383535, 383565, 383565, 383535, 383505, 383505, 383475, 383475, 383505, 383505, 383685, 383685, 383655, 383655, 383685, 383685, 383715, 383715, 383835, 383835, 383865, 383865, 383895, 383895, 383925, 383925, 383955, 383955, 383985, 383985, 383955, 383955, 383985, 383985, 383955, 383955, 383985, 
383985, 384015, 384015, 384045, 384045, 384075, 384075, 384105, 384105, 384075, 384045, 384045, 384015, 384015, 383985, 383985, 383955, 383925, 383925, 384045, 384045, 384075, 384075, 384045, 384045, 384075, 384075, 384105, 384105, 384135, 384135, 384165, 384165, 384135, 384135, 384165, 384165, 384195, 384195, 384225, 384225, 384195, 384195, 384225, 384225, 384255, 384255, 384285, 384285, 384315, 384315, 384345, 384345, 384315, 384315, 384345, 384345, 384405, 384405, 384465, 384465, 384495, 384495, 
384465, 384465, 384495, 384495, 384525, 384525, 384555, 384555, 384525, 384525, 384495, 384495, 384465, 384465, 384435, 384435, 384465, 384465, 384555, 384555, 384615, 384615, 384645, 384645, 384615, 384585, 384585, 384555, 384555, 384495, 384495, 384435, 384435, 384405, 384405, 384375, 384375, 384405, 384405, 384435, 384435, 384465, 384465, 384495, 384495, 384525, 384525, 384495, 384495, 384435, 384435, 384405, 384405, 384435, 384435, 384405, 384405, 384345, 384345, 384315, 384315, 384255, 384255, 
384285, 384285, 384255, 384255, 384225, 384225, 384195, 384195, 384165, 384165, 384135, 384135, 384165, 384165, 384135, 384135, 384105, 384105, 384075, 384075, 384045, 384045, 384015, 384015, 383985, 383985, 383955, 383955, 383925, 383925, 383895, 383895, 383865, 383865, 383835, 383835, 383865, 383865, 383925, 383955, 383955, 383985, 383985, 383955, 383955, 383985, 383985, 383955, 383955, 383925, 383925, 383895, 383895, 383835, 383835, 383805, 383805, 383865, 383895, 383895, 383925, 383925, 383895, 
383895, 383865, 383865, 383895, 383895, 383925, 383925, 383895, 383895, 383865, 383865, 383835, 383835, 383805, 383805, 383775, 383775, 383715, 383715, 383655, 383655, 383625, 383625, 383595, 383595, 383625, 383625, 383535, 383535, 383415, 383415, 383385, 383385, 383355, 383355, 383385, 383385, 383415, 383445, 383445, 383415, 383415, 383385, 383385, 383355, 383355, 383325, 383325, 383295, 383295, 383235, 383235, 383205, 383205, 383235, 383265, 383265, 383295, 383325, 383325, 383355, 383355, 383415, 
383445, 383445, 383475, 383505, 383505, 383535, 383535, 383565, 383565, 383625, 383655, 383655, 383685, 383685, 383715, 383715, 383745, 383745, 383775, 383775, 383805, 383805, 383835, 383835, 383865, 383865, 383895, 383895, 383865, 383865, 383835, 383835, 383865, 383865, 383925, 383955, 383955, 383925, 383925, 383955, 383955, 383985, 384015, 384015, 384045, 384045, 384075, 384075, 384045, 384045, 384015, 384015, 383985, 383985, 384045, 384075, 384075, 384105, 384105, 384075, 384075, 384045, 384045, 
384015, 384015, 384045, 384045, 384075, 384075, 384015, 384015, 383985, 383985, 383955, 383955, 383925, 383925, 383895, 383895, 383835, 383835, 383805, 383805, 383775, 383775, 383745, 383745, 383625, 383625, 383655, 383655, 383685, 383685, 383715, 383715, 383655, 383655, 383625, 383625, 383565, 383565, 383475, 383475, 383505, 383505, 383535, 383535, 383565, 383565, 383595, 383625, 383625, 383655, 383655, 383685, 383685, 383805, 383805, 383835, 383835, 383865, 383865, 383835, 383835, 383805, 383805, 
383775, 383775, 383745, 383745, 383685, 383685, 383655, 383655, 383685, 383685, 383715, 383715, 383655, 383655, 383595, 383595, 383565, 383565, 383535, 383535, 383445, 383445, 383295, 383295, 383265, 383265, 383235, 383235, 383205, 383205, 383175, 383175, 383055, 383055, 383025, 383025, 382935, 382935, 382905, 382905, 382785, 382785, 382725, 382725, 382695, 382575, 382575, 382545, 382545, 382515, 382515, 382485, 382455, 382455, 382485, 382485, 382425, 382425, 382395, 382395, 382425, 382425, 382455, 
382455, 382515, 382515, 382545, 382545, 382575, 382575, 382605, 382605, 382635, 382665, 382665, 382695, 382695, 382665, 382665, 382605, 382605, 382575, 382575, 382605, 382605, 382575, 382575, 382545, 382545, 382485, 382485, 382455, 382455, 382425, 382425, 382455, 382455, 382395, 382395, 382425, 382425, 382455, 382455, 382485, 382485, 382425, 382425, 382395, 382395, 382425, 382425, 382455, 382485, 382485, 382455, 382455, 382425, 382425, 382395, 382395, 382425, 382425, 382455, 382455, 382425, 382425, 
382395, 382395, 382365, 382365, 382395, 382395, 382425, 382425, 382455, 382455, 382485, 382485, 382455, 382455, 382425, 382425, 382395, 382395, 382335, 382335, 382275, 382275, 382245, 382245, 382125, 382125, 382095, 382095, 382065, 382035, 382035, 381825, 381825, 381795, 381795, 381705, 381705, 381675, 381645, 381645, 381615, 381615, 381585, 381525, 381525, 381495, 381495, 381465, 381465, 381435, 381435, 381465, 381465, 381495, 381525, 381525, 381615, 381645, 381645, 381675, 381675, 381735, 381765, 
381765, 381885, 381885, 381915, 381915, 381885, 381885, 381855, 381855, 381945, 381975, 381975, 382005, 382005, 382035, 382035, 382065, 382095, 382095, 382065, 382065, 382095, 382095, 382065, 382065, 382035, 382035, 382005, 382005, 381825, 381825, 381765, 381765, 381735, 381735, 381705, 381705, 381675, 381675, 381645, 381645, 381615, 381615, 381585, 381585, 381495, 381495, 381465, 381465, 381435, 381435, 381405, 381405, 381375, 381375, 381345, 381345, 381315, 381315, 381255, 381255, 381225, 381225, 
381195, 381195, 381165, 381165, 381135, 381135, 381165, 381165, 381135, 381135, 381105, 381105, 381075, 381075, 381105, 381135, 381135, 381105, 381105, 381075, 381075, 381045, 381045, 381015, 381015, 381045, 381045, 381075, 381075, 381105, 381135, 381135, 381105, 381105, 381075, 381075, 4137315, 4137315, 4137255, 4137255, 4137225, 4137225, 4137165, 4137165, 4137135, 4137135, 4137135, 4137075, 4137075, 4137045, 4137045, 4137045, 4136985, 4136985, 4136955, 4136955, 4136925, 4136925, 4136895, 4136895, 
4136865, 4136865, 4136805, 4136805, 4136745, 4136745, 4136715, 4136715, 4136655, 4136655, 4136565, 4136565, 4136535, 4136535, 4136535, 4136505, 4136505, 4136295, 4136295, 4136235, 4136235, 4136115, 4136115, 4136145, 4136145, 4136175, 4136175, 4136145, 4136145, 4136055, 4136055, 4135935, 4135935, 4135845, 4135845, 4135755, 4135755, 4135635, 4135635, 4135605, 4135605, 4135575, 4135575, 4135545, 4135545, 4135485, 4135485, 4135455, 4135455, 4135395, 4135395, 4135365, 4135365, 4135335, 4135335, 4135365, 
4135365, 4135395, 4135395, 4135365, 4135365, 4135335, 4135335, 4135245, 4135245, 4135215, 4135215, 4135125, 4135125, 4135005, 4135005, 4134885, 4134885, 4134825, 4134825, 4134795, 4134795, 4134765, 4134765, 4134795, 4134795, 4134765, 4134765, 4134735, 4134735, 4134675, 4134675, 4134585, 4134585, 4134465, 4134465, 4134465, 4134435, 4134435, 4134375, 4134375, 4134345, 4134345, 4134315, 4134315, 4134285, 4134285, 4134225, 4134225, 4134105, 4134105, 4133895, 4133895, 4133865, 4133865, 4133805, 4133805, 
4133715, 4133715, 4133715, 4133685, 4133685, 4133655, 4133655, 4133625, 4133625, 4133565, 4133565, 4133355, 4133355, 4133325, 4133325, 4133085, 4133085, 4133055, 4133055, 4133025, 4133025, 4132815, 4132815, 4132785, 4132785, 4132755, 4132755, 4132605, 4132605, 4132575, 4132575, 4132545, 4132545, 4132515, 4132515, 4132485, 4132485, 4132365, 4132365, 4132305, 4132305, 4132275, 4132275, 4132245, 4132245, 4132305, 4132305, 4132215, 4132215, 4132185, 4132185, 4132155, 4132155, 4132095, 4132095, 4132065, 
4132065, 4132005, 4132005, 4131945, 4131945, 4131915, 4131915, 4131885, 4131885, 4131855, 4131855, 4131825, 4131825, 4131795, 4131795, 4131765, 4131765, 4131735, 4131735, 4131705, 4131705, 4131645, 4131645, 4131585, 4131585, 4131555, 4131555, 4131585, 4131585, 4131495, 4131495, 4131465, 4131465, 4131405, 4131405, 4131255, 4131255, 4131195, 4131195, 4131105, 4131105, 4131045, 4131045, 4130865, 4130865, 4130865, 4130895, 4130895, 4130715, 4130715, 4130685, 4130685, 4130685, 4130655, 4130655, 4130595, 
4130595, 4130565, 4130565, 4130535, 4130535, 4130475, 4130475, 4130355, 4130355, 4130325, 4130325, 4130205, 4130205, 4130175, 4130175, 4130145, 4130145, 4130175, 4130175, 4130145, 4130145, 4130115, 4130115, 4130085, 4130085, 4129995, 4129995, 4129965, 4129965, 4129995, 4129995, 4129965, 4129965, 4129935, 4129935, 4129815, 4129815, 4129785, 4129785, 4129725, 4129725, 4129695, 4129695, 4129635, 4129635, 4129605, 4129605, 4129605, 4129545, 4129545, 4129395, 4129395, 4129365, 4129365, 4129215, 4129215, 
4129185, 4129185, 4129095, 4129095, 4129035, 4129035, 4128945, 4128945, 4128825, 4128825, 4128735, 4128735, 4128615, 4128615, 4128615, 4128585, 4128585, 4128465, 4128465, 4128435, 4128435, 4128405, 4128405, 4128255, 4128255, 4128195, 4128195, 4128135, 4128135, 4128075, 4128075, 4128045, 4128045, 4127985, 4127985, 4127955, 4127955, 4127925, 4127925, 4127895, 4127895, 4127895, 4127835, 4127835, 4127805, 4127805, 4127775, 4127775, 4127805, 4127805, 4127745, 4127745, 4127715, 4127715, 4127745, 4127745, 
4127775, 4127775, 4127685, 4127685, 4127655, 4127655, 4127655, 4127625, 4127625, 4127595, 4127595, 4127565, 4127565, 4127535, 4127535, 4127415, 4127415, 4127385, 4127385, 4127355, 4127355, 4127115, 4127115, 4127115, 4127025, 4127025, 4126965, 4126965, 4126935, 4126935, 4126875, 4126875, 4126845, 4126845, 4126815, 4126815, 4126845, 4126845, 4126755, 4126755, 4126695, 4126695, 4126665, 4126665, 4126635, 4126635, 4126605, 4126605, 4126485, 4126485, 4126425, 4126425, 4126275, 4126275, 4126245, 4126245, 
4126215, 4126215, 4126095, 4126095, 4126035, 4126035, 4126005, 4126005, 4125915, 4125915, 4125915, 4125855, 4125855, 4125795, 4125795, 4125765, 4125765, 4125765, 4125645, 4125645, 4125615, 4125615, 4125525, 4125525, 4125465, 4125465, 4125405, 4125405, 4125255, 4125255, 4125225, 4125225, 4125135, 4125135, 4125105, 4125105, 4124955, 4124955, 4124925, 4124925, 4124865, 4124865, 4124805, 4124805, 4124775, 4124775, 4124715, 4124715, 4124685, 4124685, 4124595, 4124595, 4124505, 4124505, 4124385, 4124385, 
4124355, 4124355, 4124385, 4124385, 4124295, 4124295, 4124235, 4124235, 4124175, 4124175, 4124115, 4124115, 4124085, 4124085, 4123875, 4123875, 4123845, 4123845, 4123785, 4123785, 4123665, 4123665, 4123575, 4123575, 4123515, 4123515, 4123485, 4123485, 4123455, 4123455, 4123395, 4123395, 4123395, 4123425, 4123425, 4123455, 4123455, 4123485, 4123485, 4123515, 4123515, 4123545, 4123545, 4123635, 4123635, 4123755, 4123755, 4123845, 4123845, 4123905, 4123905, 4123935, 4123935, 4124025, 4124025, 4124055, 
4124055, 4124115, 4124115, 4124235, 4124235, 4124265, 4124265, 4124295, 4124295, 4124325, 4124325, 4124355, 4124355, 4124535, 4124535, 4124595, 4124595, 4124655, 4124655, 4124715, 4124715, 4124745, 4124745, 4124805, 4124805, 4124865, 4124865, 4124925, 4124925, 4125045, 4125045, 4125075, 4125075, 4125225, 4125225, 4125315, 4125315, 4125435, 4125435, 4125495, 4125495, 4125555, 4125555, 4125585, 4125585, 4125705, 4125705, 4125735, 4125735, 4125795, 4125795, 4125825, 4125825, 4125825, 4125855, 4125855, 
4125915, 4125915, 4125975, 4125975, 4126005, 4126005, 4126035, 4126035, 4126065, 4126065, 4126095, 4126095, 4126125, 4126125, 4126185, 4126185, 4126185, 4126215, 4126215, 4126245, 4126245, 4126425, 4126425, 4126455, 4126455, 4126485, 4126485, 4126575, 4126575, 4126605, 4126605, 4126665, 4126665, 4126695, 4126695, 4126725, 4126725, 4126755, 4126755, 4126725, 4126725, 4126755, 4126755, 4126785, 4126785, 4126845, 4126845, 4126875, 4126875, 4126905, 4126905, 4126935, 4126935, 4126995, 4126995, 4127085, 
4127085, 4127115, 4127115, 4127115, 4127145, 4127145, 4127205, 4127205, 4127235, 4127235, 4127295, 4127295, 4127325, 4127325, 4127145, 4127145, 4127205, 4127205, 4127505, 4127505, 4127505, 4127595, 4127595, 4127595, 4127655, 4127655, 4127685, 4127685, 4127685, 4127715, 4127715, 4127715, 4127775, 4127775, 4127835, 4127835, 4127865, 4127865, 4127865, 4127925, 4127925, 4127955, 4127955, 4127925, 4127925, 4127955, 4127955, 4128075, 4128075, 4128105, 4128105, 4128165, 4128165, 4128195, 4128195, 4128285, 
4128285, 4128315, 4128315, 4128375, 4128375, 4128465, 4128465, 4128465, 4128615, 4128615, 4128675, 4128675, 4128735, 4128735, 4128735, 4128945, 4128945, 4128975, 4128975, 4129035, 4129035, 4129095, 4129095, 4129185, 4129185, 4129245, 4129245, 4129245, 4129275, 4129275, 4129305, 4129305, 4129365, 4129365, 4129395, 4129395, 4129605, 4129605, 4129785, 4129785, 4129875, 4129875, 4129905, 4129905, 4129965, 4129965, 4129995, 4129995, 4130025, 4130025, 4129995, 4129995, 4130025, 4130025, 4130055, 4130055, 
4130085, 4130085, 4130115, 4130115, 4130355, 4130355, 4130385, 4130385, 4130415, 4130415, 4130475, 4130475, 4130505, 4130505, 4130535, 4130535, 4130565, 4130565, 4130625, 4130625, 4130655, 4130655, 4130745, 4130745, 4130805, 4130805, 4130805, 4130835, 4130835, 4130895, 4130895, 4130985, 4130985, 4130955, 4130955, 4130985, 4130985, 4131045, 4131045, 4131135, 4131135, 4131195, 4131195, 4131375, 4131375, 4131405, 4131405, 4131465, 4131465, 4131585, 4131585, 4131615, 4131615, 4131675, 4131675, 4131705, 
4131705, 4131735, 4131735, 4131795, 4131795, 4131825, 4131825, 4131795, 4131795, 4131825, 4131825, 4131915, 4131915, 4131945, 4131945, 4132095, 4132095, 4132155, 4132155, 4132185, 4132185, 4132155, 4132155, 4132185, 4132185, 4132245, 4132245, 4132335, 4132335, 4132305, 4132305, 4132305, 4132275, 4132275, 4132305, 4132305, 4132275, 4132275, 4132275, 4132215, 4132215, 4132185, 4132185, 4132215, 4132215, 4132335, 4132335, 4132365, 4132365, 4132425, 4132425, 4132365, 4132365, 4132335, 4132335, 4132365, 
4132365, 4132395, 4132395, 4132395, 4132545, 4132545, 4132725, 4132725, 4132755, 4132755, 4132785, 4132785, 4132875, 4132875, 4132965, 4132965, 4132995, 4132995, 4133025, 4133025, 4133055, 4133055, 4133085, 4133085, 4133145, 4133145, 4133235, 4133235, 4133355, 4133355, 4133385, 4133385, 4133355, 4133355, 4133565, 4133565, 4133595, 4133595, 4133655, 4133655, 4133685, 4133685, 4133685, 4133805, 4133805, 4133865, 4133865, 4133955, 4133955, 4134075, 4134075, 4134135, 4134135, 4134225, 4134225, 4134285, 
4134285, 4134315, 4134315, 4134375, 4134375, 4134405, 4134405, 4134465, 4134465, 4134525, 4134525, 4134585, 4134585, 4134615, 4134615, 4134645, 4134645, 4134675, 4134675, 4134705, 4134705, 4134735, 4134735, 4134765, 4134765, 4134885, 4134885, 4134855, 4134855, 4134855, 4134795, 4134795, 4134855, 4134855, 4134885, 4134885, 4134855, 4134855, 4134855, 4134825, 4134825, 4134795, 4134795, 4134795, 4134705, 4134705, 4134675, 4134675, 4134705, 4134705, 4134765, 4134765, 4134885, 4134885, 4134885, 4134915, 
4134915, 4134915, 4134945, 4134945, 4134975, 4134975, 4134975, 4135005, 4135005, 4134975, 4134975, 4134945, 4134945, 4134915, 4134915, 4134885, 4134885, 4134885, 4134945, 4134945, 4134975, 4134975, 4134945, 4134945, 4134945, 4134975, 4134975, 4135005, 4135005, 4135065, 4135065, 4135095, 4135095, 4135125, 4135125, 4135155, 4135155, 4135185, 4135185, 4135215, 4135215, 4135245, 4135245, 4135275, 4135275, 4135305, 4135305, 4135335, 4135335, 4135365, 4135365, 4135395, 4135395, 4135425, 4135425, 4135515, 
4135515, 4135785, 4135785, 4135905, 4135905, 4135935, 4135935, 4135995, 4135995, 4136025, 4136025, 4136055, 4136055, 4136085, 4136085, 4136175, 4136175, 4136205, 4136205, 4136475, 4136475, 4136595, 4136595, 4136655, 4136655, 4136685, 4136685, 4136805, 4136805, 4136805, 4136895, 4136895, 4136925, 4136925, 4136985, 4136985, 4137045, 4137045, 4137105, 4137105, 4137195, 4137195, 4137225, 4137225, 4137225, 4137255, 4137255, 4137285, 4137285, 4137315)), list(c(384165, 384195, 384195, 384165, 384135, 384135, 
384165, 384165, 4123485, 4123485, 4123395, 4123395, 4123395, 4123455, 4123455, 4123485)))"
PLC270,C,45310,Alkali Meadow,AM,0,PLC270,0,0,0,0,0,0,0,54.2642937982,"list(list(c(384315, 384345, 384345, 384405, 384405, 384435, 384435, 384405, 384405, 384435, 384435, 384495, 384495, 384525, 384525, 384495, 384495, 384465, 384465, 384435, 384435, 384405, 384405, 384375, 384375, 384405, 384405, 384435, 384435, 384495, 384495, 384555, 384555, 384585, 384585, 384555, 384195, 384195, 384165, 384165, 384135, 384135, 383835, 383835, 383775, 383775, 383715, 383715, 383655, 383655, 383685, 383685, 383775, 383775, 384255, 384255, 384285, 384285, 384315, 384345, 384345, 384315, 
384315, 384345, 384345, 384315, 384315, 384345, 384345, 384315, 384315, 384285, 384285, 384315, 384315, 4124325, 4124325, 4124295, 4124295, 4124265, 4124265, 4124235, 4124235, 4124115, 4124115, 4124055, 4124055, 4124025, 4124025, 4123935, 4123935, 4123905, 4123905, 4123845, 4123845, 4123755, 4123755, 4123635, 4123635, 4123545, 4123545, 4123515, 4123515, 4123485, 4123485, 4123455, 4123455, 4123425, 4123425, 4123395, 4123395, 4123395, 4123485, 4123485, 4123455, 4123455, 4123395, 4123395, 4123425, 4123425, 
4123455, 4123455, 4123485, 4123485, 4123575, 4123575, 4123605, 4123605, 4123575, 4123575, 4123545, 4123545, 4123515, 4123515, 4123515, 4123575, 4123575, 4123725, 4123725, 4123755, 4123755, 4123815, 4123815, 4123965, 4123965, 4124055, 4124055, 4124235, 4124235, 4124325)))"
