parcel,sheet,transect,survey_year,cover_pct
BGP160E,BGP160,7.3,1999,2.5
BGP160E,BGP160,7.3,2006,3.5
BGP160E,BGP160,7.3,2012,1.5
BGP160E,BGP160,7.3,2016,0.5
BGP160E,BGP160,7.3,2017,0
BGP160E,BGP160,7.3,2019,3
BGP160E,BGP160,7.4,1999,0
BGP160E,BGP160,7.4,2006,0
BGP160E,BGP160,7.4,2012,0.5
BGP160E,BGP160,7.4,2016,0.5
BGP160E,BGP160,7.4,2017,0
BGP160E,BGP160,7.4,2019,2
BGP160E,BGP160,7.5,1999,5.5
BGP160E,BGP160,7.5,2006,4
BGP160E,BGP160,7.5,2012,5.5
BGP160E,BGP160,7.5,2016,4
BGP160E,BGP160,7.5,2017,7
BGP160E,BGP160,7.5,2019,11.5
BGP160E,BGP160,7.6,1999,0.5
BGP160E,BGP160,7.6,2006,3
BGP160E,BGP160,7.6,2012,2
BGP160E,BGP160,7.6,2016,0
BGP160E,BGP160,7.6,2017,1
BGP160E,BGP160,7.6,2019,5
BGP160E,BGP160,7.7,1999,23.5
BGP160E,BGP160,7.7,2006,21.5
BGP160E,BGP160,7.7,2012,21.5
BGP160E,BGP160,7.7,2016,4
BGP160E,BGP160,7.7,2017,6
BGP160E,BGP160,7.7,2019,13
BGP160E,BGP160,8.1,1999,6
BGP160E,BGP160,8.1,2006,17
BGP160E,BGP160,8.1,2012,11
BGP160E,BGP160,8.1,2016,7.5
BGP160E,BGP160,8.1,2017,16
BGP160E,BGP160,8.1,2019,19
BGP160E,BGP160,8.1999999999999993,1999,3
BGP160E,BGP160,8.1999999999999993,2006,9.5
BGP160E,BGP160,8.1999999999999993,2012,2.5
BGP160E,BGP160,8.1999999999999993,2016,2
BGP160E,BGP160,8.1999999999999993,2017,3
BGP160E,BGP160,8.1999999999999993,2019,3.5
BGP160E,BGP160,8.3000000000000007,1999,5.5
BGP160E,BGP160,8.3000000000000007,2006,12.5
BGP160E,BGP160,8.3000000000000007,2012,6
BGP160E,BGP160,8.3000000000000007,2016,1.5
BGP160E,BGP160,8.3000000000000007,2017,2
BGP160E,BGP160,8.3000000000000007,2019,2
BGP160E,BGP160,8.4,1999,6
BGP160E,BGP160,8.4,2006,14
BGP160E,BGP160,8.4,2012,9
BGP160E,BGP160,8.4,2016,5
BGP160E,BGP160,8.4,2017,14.999999999999998
BGP160E,BGP160,8.4,2019,22
BGP160E,BGP160,8.5,1999,8
BGP160E,BGP160,8.5,2006,12
BGP160E,BGP160,8.5,2012,6.5
BGP160E,BGP160,8.5,2016,3.5
BGP160E,BGP160,8.5,2017,9.5
BGP160E,BGP160,8.5,2019,13.5
BGP160W,BGP160W,1.1000000000000001,2013,1.1111111111111112
BGP160W,BGP160W,1.1000000000000001,2016,1.1111111111111112
BGP160W,BGP160W,1.1000000000000001,2017,2.2222222222222223
BGP160W,BGP160W,2.1,2013,2.684563758389262
BGP160W,BGP160W,2.1,2016,6.7114093959731544
BGP160W,BGP160W,2.1,2017,10.06711409395973
BGP160W,BGP160W,1.0,2013,5
BGP160W,BGP160W,1.0,2016,2.5
BGP160W,BGP160W,1.0,2017,6
BGP160W,BGP160W,2.0,2013,0
BGP160W,BGP160W,2.0,2016,1
BGP160W,BGP160W,2.0,2017,2
BGP160W,BGP160W,4.0,2013,0
BGP160W,BGP160W,4.0,2016,0
BGP160W,BGP160W,4.0,2017,0.5
LAW118,LAW118,1.1000000000000001,1999,0
LAW118,LAW118,1.1000000000000001,2006,3.3333333333333335
LAW118,LAW118,1.1000000000000001,2012,0
LAW118,LAW118,1.1000000000000001,2016,0.847457627118644
LAW118,LAW118,1.1000000000000001,2017,3.361344537815126
LAW118,LAW118,1.2,1999,1.680672268907563
LAW118,LAW118,1.2,2006,0
LAW118,LAW118,1.2,2012,0
LAW118,LAW118,1.2,2016,8.5
LAW118,LAW118,1.2,2017,3
LAW118,LAW118,2.1,1999,2.666666666666667
LAW118,LAW118,2.1,2006,4.026845637583892
LAW118,LAW118,2.1,2012,2.6845637583892614
LAW118,LAW118,2.1,2016,3.333333333333334
LAW118,LAW118,2.1,2017,2.666666666666667
LAW118,LAW118,2.2000000000000002,1999,0.5
LAW118,LAW118,2.2000000000000002,2006,0
LAW118,LAW118,2.2000000000000002,2012,0
LAW118,LAW118,2.2000000000000002,2016,0
LAW118,LAW118,2.2000000000000002,2017,0
LAW118,LAW118,3.1,1999,1.5
LAW118,LAW118,3.1,2006,0
LAW118,LAW118,3.1,2012,2
LAW118,LAW118,3.1,2016,1
LAW118,LAW118,3.1,2017,2
LAW118,LAW118,3.2,1999,0
LAW118,LAW118,3.2,2006,0.5
LAW118,LAW118,3.2,2012,0
LAW118,LAW118,3.2,2016,0
LAW118,LAW118,3.2,2017,1
LAW118,LAW118,4.0999999999999996,1999,0.5
LAW118,LAW118,4.0999999999999996,2006,4
LAW118,LAW118,4.0999999999999996,2012,1
LAW118,LAW118,4.0999999999999996,2016,2
LAW118,LAW118,4.0999999999999996,2017,3
LAW118,LAW118,5.0999999999999996,1999,0.5
LAW118,LAW118,5.0999999999999996,2006,0
LAW118,LAW118,5.0999999999999996,2012,2
LAW118,LAW118,5.0999999999999996,2016,1
LAW118,LAW118,5.0999999999999996,2017,2.5
LAW118,LAW118,5.2,1999,1
LAW118,LAW118,5.2,2006,2.5
LAW118,LAW118,5.2,2012,4.5
LAW118,LAW118,5.2,2016,8.5
LAW118,LAW118,5.2,2017,8
LAW118,LAW118,6.2,1999,0
LAW118,LAW118,6.2,2006,0.5
LAW118,LAW118,6.2,2012,0
LAW118,LAW118,6.2,2016,0
LAW118,LAW118,6.2,2017,0
LAW118,LAW118,7.1,1999,0
LAW118,LAW118,7.1,2006,0
LAW118,LAW118,7.1,2012,1
LAW118,LAW118,7.1,2016,0
LAW118,LAW118,7.1,2017,0.5
LAW118,LAW118,7.2,1999,0
LAW118,LAW118,7.2,2006,0
LAW118,LAW118,7.2,2012,2
LAW118,LAW118,7.2,2016,0
LAW118,LAW118,7.2,2017,0
LAW118,LAW118,8.1,1999,2.5
LAW118,LAW118,8.1,2006,5
LAW118,LAW118,8.1,2012,6.5
LAW118,LAW118,8.1,2016,4
LAW118,LAW118,8.1,2017,14
LAW118,LAW118,8.1999999999999993,1999,0
LAW118,LAW118,8.1999999999999993,2006,0
LAW118,LAW118,8.1999999999999993,2012,1
LAW118,LAW118,8.1999999999999993,2016,0.5
LAW118,LAW118,8.1999999999999993,2017,1.5
LAW118,LAW118,9.1,1999,6.5
LAW118,LAW118,9.1,2006,6
LAW118,LAW118,9.1,2012,0
LAW118,LAW118,9.1,2016,21.5
LAW118,LAW118,9.1,2017,22
LAW118,LAW118,9.1999999999999993,1999,0
LAW118,LAW118,9.1999999999999993,2006,2
LAW118,LAW118,9.1999999999999993,2012,0.5
LAW118,LAW118,9.1999999999999993,2016,1.5
LAW118,LAW118,9.1999999999999993,2017,3.5
LAW118,LAW118,10.1,1999,0
LAW118,LAW118,10.1,2006,0
LAW118,LAW118,10.1,2012,0
LAW118,LAW118,10.1,2016,0
LAW118,LAW118,10.1,2017,42.5
LAW118,LAW118,10.199999999999999,1999,0
LAW118,LAW118,10.199999999999999,2006,0
LAW118,LAW118,10.199999999999999,2012,0
LAW118,LAW118,10.199999999999999,2016,0
LAW118,LAW118,10.199999999999999,2017,21
LAW118,LAW118,A1,1999,0
LAW118,LAW118,A1,2006,9.5
LAW118,LAW118,A1,2012,14
LAW118,LAW118,A1,2016,0
LAW118,LAW118,A1,2017,13.5
LAW118,LAW118,A1.2,1999,0
LAW118,LAW118,A1.2,2006,0
LAW118,LAW118,A1.2,2012,4
LAW118,LAW118,A1.2,2016,0
LAW118,LAW118,A1.2,2017,0
LAW118,LAW118,A2,1999,0
LAW118,LAW118,A2,2006,0
LAW118,LAW118,A2,2012,0
LAW118,LAW118,A2,2016,0
LAW118,LAW118,A2,2017,0
LAW118,LAW118,A2.2,1999,0
LAW118,LAW118,A2.2,2006,0
LAW118,LAW118,A2.2,2012,0
LAW118,LAW118,A2.2,2016,0
LAW118,LAW118,A2.2,2017,0
LAW118,LAW118,A3.2,1999,0
LAW118,LAW118,A3.2,2006,0
LAW118,LAW118,A3.2,2012,0
LAW118,LAW118,A3.2,2016,0
LAW118,LAW118,A3.2,2017,0
